algorithm,key_generation_ms,encapsulation_ms,decapsulation_ms,exchange_ms,public_key_size,private_key_size,ciphertext_size,shared_secret_size,success,iteration
ML-KEM-768,0.2204589545726776,0.38837501779198647,0.3638329217210412,0.7522079395130277,1184,2400,1088,32,True,56
ML-KEM-768,0.20083296112716198,0.28549996204674244,0.34479203168302774,0.6302919937297702,1184,2400,1088,32,True,57
ML-KEM-768,0.1960420049726963,0.2883749548345804,0.3469170769676566,0.635292031802237,1184,2400,1088,32,True,58
ML-KEM-768,0.2003329573199153,0.28662499971687794,0.3435419639572501,0.6301669636741281,1184,2400,1088,32,True,59
ML-KEM-768,0.19816705025732517,0.2881669206544757,0.34258305095136166,0.6307499716058373,1184,2400,1088,32,True,60
ML-KEM-768,0.198333989828825,0.28491695411503315,0.34258305095136166,0.6275000050663948,1184,2400,1088,32,True,61
ML-KEM-768,0.20074995700269938,0.2836249768733978,0.3404580056667328,0.6240829825401306,1184,2400,1088,32,True,62
ML-KEM-768,0.1974579645320773,0.28470903635025024,0.34262496046721935,0.6273339968174696,1184,2400,1088,32,True,63
ML-KEM-768,0.20083400886505842,0.28479204047471285,0.34262496046721935,0.6274170009419322,1184,2400,1088,32,True,64
ML-KEM-768,0.197333050891757,0.28379110153764486,0.34145801328122616,0.625249114818871,1184,2400,1088,32,True,65
ML-KEM-768,0.19766599871218204,0.29091699980199337,0.3421250730752945,0.6330420728772879,1184,2400,1088,32,True,66
ML-KEM-768,0.19770790822803974,0.2870829775929451,0.34491601400077343,0.6319989915937185,1184,2400,1088,32,True,67
ML-KEM-768,0.19987497944384813,0.40849996730685234,0.40554197039455175,0.8140419377014041,1184,2400,1088,32,True,68
ML-KEM-768,0.22725004237145185,0.35179092083126307,0.3637910122051835,0.7155819330364466,1184,2400,1088,32,True,69
ML-KEM-768,0.21033291704952717,0.29983301647007465,0.3647500416263938,0.6645830580964684,1184,2400,1088,32,True,70
ML-KEM-768,0.2275829901918769,0.30608405359089375,0.3607500111684203,0.6668340647593141,1184,2400,1088,32,True,71
ML-KEM-768,0.21054199896752834,0.2986670006066561,0.3571669803932309,0.655833980999887,1184,2400,1088,32,True,72
ML-KEM-768,0.20620902068912983,0.29283296316862106,0.35687501076608896,0.64970797393471,1184,2400,1088,32,True,73
ML-KEM-768,0.20949996542185545,0.29779202304780483,0.3798330435529351,0.67762506660074,1184,2400,1088,32,True,74
ML-KEM-768,0.2073750365525484,0.3548329696059227,0.4094579489901662,0.7642909185960889,1184,2400,1088,32,True,75
ML-KEM-768,0.22808299399912357,0.3059169976040721,0.35858398769050837,0.6645009852945805,1184,2400,1088,32,True,76
ML-KEM-768,0.19925006199628115,0.28733303770422935,0.3519159508869052,0.6392489885911345,1184,2400,1088,32,True,77
ML-KEM-768,0.19720906857401133,0.2851668978109956,0.3457919228821993,0.6309588206931949,1184,2400,1088,32,True,78
ML-KEM-768,0.19558402709662914,0.2957920078188181,0.36333303432911634,0.6591250421479344,1184,2400,1088,32,True,79
ML-KEM-768,0.30620803590863943,0.3024169709533453,0.3475419944152236,0.6499589653685689,1184,2400,1088,32,True,80
ML-KEM-768,0.20062504336237907,0.2894999925047159,0.343875028192997,0.6333750206977129,1184,2400,1088,32,True,81
ML-KEM-768,0.20245800260454416,0.2882080152630806,0.3432920202612877,0.6315000355243683,1184,2400,1088,32,True,82
ML-KEM-768,0.1990000018849969,0.2890840405598283,0.34479203168302774,0.633876072242856,1184,2400,1088,32,True,83
ML-KEM-768,0.1990000018849969,0.28904201462864876,0.3434580285102129,0.6325000431388617,1184,2400,1088,32,True,84
ML-KEM-768,0.1983750844374299,0.2874999772757292,0.34295895602554083,0.63045893330127,1184,2400,1088,32,True,85
ML-KEM-768,0.1990830060094595,0.28604199178516865,0.34316699020564556,0.6292089819908142,1184,2400,1088,32,True,86
ML-KEM-768,0.1996250357478857,0.2859999658539891,0.34200004301965237,0.6280000088736415,1184,2400,1088,32,True,87
ML-KEM-768,0.20866701379418373,0.28837507124990225,0.34529203549027443,0.6336671067401767,1184,2400,1088,32,True,88
ML-KEM-768,0.20050001330673695,0.2920840634033084,0.34374999813735485,0.6358340615406632,1184,2400,1088,32,True,89
ML-KEM-768,0.19858404994010925,0.28612499590963125,0.34858298022300005,0.6347079761326313,1184,2400,1088,32,True,90
ML-KEM-768,0.20045798737555742,0.28612499590963125,0.39891700726002455,0.6850420031696558,1184,2400,1088,32,True,91
ML-KEM-768,0.2506660530343652,0.31766691245138645,0.3973341081291437,0.7150010205805302,1184,2400,1088,32,True,92
ML-KEM-768,0.21495798137038946,0.3042080206796527,0.4077500198036432,0.7119580404832959,1184,2400,1088,32,True,93
ML-KEM-768,0.20825001411139965,0.31183299142867327,0.44241698924452066,0.7542499806731939,1184,2400,1088,32,True,94
ML-KEM-768,0.20841695368289948,0.29012502636760473,0.3464169567450881,0.6365419831126928,1184,2400,1088,32,True,95
ML-KEM-768,0.19950000569224358,0.2889588940888643,0.35433401353657246,0.6432929076254368,1184,2400,1088,32,True,96
ML-KEM-768,0.2001250395551324,0.28662499971687794,0.3434999380260706,0.6301249377429485,1184,2400,1088,32,True,97
ML-KEM-768,0.1990830060094595,0.2886250149458647,0.3493749536573887,0.6379999686032534,1184,2400,1088,32,True,98
ML-KEM-768,0.1991660101339221,0.28591707814484835,0.34245895221829414,0.6283760303631425,1184,2400,1088,32,True,99
ML-KEM-768,0.20070804748684168,0.28654199559241533,0.3437920240685344,0.6303340196609497,1184,2400,1088,32,True,100
ML-KEM-768,0.20204205065965652,0.28945901431143284,0.34316699020564556,0.6326260045170784,1184,2400,1088,32,True,101
ML-KEM-768,0.1986249117180705,0.2854591002687812,0.34733396023511887,0.6327930605039,1184,2400,1088,32,True,102
ML-KEM-768,0.19958300981670618,0.370291993021965,0.3932500258088112,0.7635420188307762,1184,2400,1088,32,True,103
ML-KEM-768,0.232374994084239,0.33437495585530996,0.364916049875319,0.699291005730629,1184,2400,1088,32,True,104
ML-KEM-768,0.20754104480147362,0.297082937322557,0.36204198841005564,0.6591249257326126,1184,2400,1088,32,True,105
ML-KEM-768,0.2525000600144267,0.3161249915137887,0.3497079014778137,0.6658328929916024,1184,2400,1088,32,True,106
ML-KEM-768,0.19912503194063902,0.28666702564805746,0.3619579365476966,0.648624962195754,1184,2400,1088,32,True,107
ML-KEM-768,0.20712497644126415,0.28804095927625895,0.3475419944152236,0.6355829536914825,1184,2400,1088,32,True,108
ML-KEM-768,0.19937509205192327,0.2970410278066993,0.3440419677644968,0.6410829955711961,1184,2400,1088,32,True,109
ML-KEM-768,0.2001250395551324,0.2851249882951379,0.3477910067886114,0.6329159950837493,1184,2400,1088,32,True,110
ML-KEM-768,0.20479189697653055,0.2871250035241246,0.35491702146828175,0.6420420249924064,1184,2400,1088,32,True,111
ML-KEM-768,0.19937497563660145,0.2862089313566685,0.3499590093269944,0.6361679406836629,1184,2400,1088,32,True,112
ML-KEM-768,0.19870803225785494,0.2890409668907523,0.3441249718889594,0.6331659387797117,1184,2400,1088,32,True,113
ML-KEM-768,0.20008301362395287,0.2912919735535979,0.4776670830324292,0.7689590565860271,1184,2400,1088,32,True,114
ML-KEM-768,0.20254100672900677,0.2946670865640044,0.34308398608118296,0.6377510726451874,1184,2400,1088,32,True,115
ML-KEM-768,0.1985409762710333,0.2886670408770442,0.34166593104600906,0.6303329719230533,1184,2400,1088,32,True,116
ML-KEM-768,0.19870896358042955,0.2850000746548176,0.34295895602554083,0.6279590306803584,1184,2400,1088,32,True,117
ML-KEM-768,0.19875005818903446,0.28533395379781723,0.3458750434219837,0.631208997219801,1184,2400,1088,32,True,118
ML-KEM-768,0.19879103638231754,0.2870000898838043,0.3435410326346755,0.6305411225184798,1184,2400,1088,32,True,119
ML-KEM-768,0.1980409724637866,0.28858298901468515,0.34550006967037916,0.6340830586850643,1184,2400,1088,32,True,120
ML-KEM-768,0.20237499848008156,0.28549996204674244,0.351125025190413,0.6366249872371554,1184,2400,1088,32,True,121
ML-KEM-768,0.199749949388206,0.28641708195209503,0.3463330212980509,0.6327501032501459,1184,2400,1088,32,True,122
ML-KEM-768,0.20308408420532942,0.2881669206544757,0.3429159987717867,0.6310829194262624,1184,2400,1088,32,True,123
ML-KEM-768,0.20233297254890203,0.2893330529332161,0.34245802089571953,0.6317910738289356,1184,2400,1088,32,True,124
ML-KEM-768,0.1989590236917138,0.28525001835078,0.3426669863983989,0.6279170047491789,1184,2400,1088,32,True,125
ML-KEM-768,0.19958300981670618,0.2882909029722214,0.42316701728850603,0.7114579202607274,1184,2400,1088,32,True,126
ML-KEM-768,0.24204200599342585,0.306959031149745,0.361250014975667,0.668209046125412,1184,2400,1088,32,True,127
ML-KEM-768,0.2038329839706421,0.29804196674376726,0.36295794416218996,0.6609999109059572,1184,2400,1088,32,True,128
ML-KEM-768,0.20962499547749758,0.29745791107416153,0.35075005143880844,0.64820796251297,1184,2400,1088,32,True,129
ML-KEM-768,0.2115829847753048,0.2905000001192093,0.34775002859532833,0.6382500287145376,1184,2400,1088,32,True,130
ML-KEM-768,0.27362501714378595,0.3070830134674907,0.35691692028194666,0.6639999337494373,1184,2400,1088,32,True,131
ML-KEM-768,0.20366592798382044,0.33829198218882084,0.3623339580371976,0.7006259402260184,1184,2400,1088,32,True,132
ML-KEM-768,0.20208291243761778,0.3053330583497882,0.3767500165849924,0.6820830749347806,1184,2400,1088,32,True,133
ML-KEM-768,0.2035840880125761,0.2907499438151717,0.35095796920359135,0.6417079130187631,1184,2400,1088,32,True,134
ML-KEM-768,0.19883399363607168,0.29020896181464195,0.366375083103776,0.6565840449184179,1184,2400,1088,32,True,135
ML-KEM-768,0.20358292385935783,0.29020803049206734,0.35924999974668026,0.6494580302387476,1184,2400,1088,32,True,136
ML-KEM-768,0.26691704988479614,0.31908403616398573,0.38112502079457045,0.7002090569585562,1184,2400,1088,32,True,137
ML-KEM-768,0.21983403712511063,0.30383304692804813,0.3576250746846199,0.661458121612668,1184,2400,1088,32,True,138
ML-KEM-768,0.20249991212040186,0.29787502717226744,0.3545420477166772,0.6524170748889446,1184,2400,1088,32,True,139
ML-KEM-768,0.20899996161460876,0.30229100957512856,0.3558750031515956,0.6581660127267241,1184,2400,1088,32,True,140
ML-KEM-768,0.2043750137090683,0.29558397363871336,0.35895907785743475,0.6545430514961481,1184,2400,1088,32,True,141
ML-KEM-768,0.3119170432910323,0.29920809902250767,0.3500829916447401,0.6492910906672478,1184,2400,1088,32,True,142
ML-KEM-768,0.19812490791082382,0.2852079924196005,0.3441249718889594,0.6293329643085599,1184,2400,1088,32,True,143
ML-KEM-768,0.19995798356831074,0.28449995443224907,0.34279096871614456,0.6272909231483936,1184,2400,1088,32,True,144
ML-KEM-768,0.1984999980777502,0.285874935798347,0.34333299845457077,0.6292079342529178,1184,2400,1088,32,True,145
ML-KEM-768,0.19804202020168304,0.28370798099786043,0.3415419487282634,0.6252499297261238,1184,2400,1088,32,True,146
ML-KEM-768,0.19804202020168304,0.28491602279245853,0.3417499829083681,0.6266660057008266,1184,2400,1088,32,True,147
ML-KEM-768,0.20091701298952103,0.2848749281838536,0.34245802089571953,0.6273329490795732,1184,2400,1088,32,True,148
ML-KEM-768,0.1977919600903988,0.2869999734684825,0.3419590648263693,0.6289590382948518,1184,2400,1088,32,True,149
ML-KEM-768,0.19812502432614565,0.2855840139091015,0.342792016454041,0.6283760303631425,1184,2400,1088,32,True,150
ML-KEM-768,0.1984999980777502,0.2859999658539891,0.3426669863983989,0.628666952252388,1184,2400,1088,32,True,151
ML-KEM-768,0.19829103257507086,0.2848749281838536,0.3417499829083681,0.6266249110922217,1184,2400,1088,32,True,152
ML-KEM-768,0.2002910478040576,0.2852079924196005,0.38716697599738836,0.6723749684169888,1184,2400,1088,32,True,153
ML-KEM-768,0.25520799681544304,0.3203749656677246,0.3664999967440963,0.6868749624118209,1184,2400,1088,32,True,154
ML-KEM-768,0.20308292005211115,0.2856670180335641,0.41037495248019695,0.696041970513761,1184,2400,1088,32,True,155
ML-KEM-768,0.19708299078047276,0.2921250415965915,0.3629999700933695,0.655125011689961,1184,2400,1088,32,True,156
ML-KEM-768,0.19887497182935476,0.2965419553220272,0.3565410152077675,0.6530829705297947,1184,2400,1088,32,True,157
ML-KEM-768,0.20566699095070362,0.31774991657584906,0.3717920044437051,0.6895419210195541,1184,2400,1088,32,True,158
ML-KEM-768,0.20883395336568356,0.29662507586181164,0.3465829649940133,0.643208040855825,1184,2400,1088,32,True,159
ML-KEM-768,0.19920896738767624,0.3231670707464218,0.35516603384166956,0.6783331045880914,1184,2400,1088,32,True,160
ML-KEM-768,0.1990000018849969,0.2924170112237334,0.40487502701580524,0.6972920382395387,1184,2400,1088,32,True,161
ML-KEM-768,0.20275008864700794,0.28654199559241533,0.3439169377088547,0.63045893330127,1184,2400,1088,32,True,162
ML-KEM-768,0.19816600251942873,0.2857500221580267,0.3427080810070038,0.6284581031650305,1184,2400,1088,32,True,163
ML-KEM-768,0.20237499848008156,0.2916670637205243,0.3462920431047678,0.6379591068252921,1184,2400,1088,32,True,164
ML-KEM-768,0.19754201639443636,0.3421669825911522,0.39712502621114254,0.7392920088022947,1184,2400,1088,32,True,165
ML-KEM-768,0.21525006741285324,0.29320805333554745,0.3524579806253314,0.6456660339608788,1184,2400,1088,32,True,166
ML-KEM-768,0.20341703202575445,0.300833024084568,0.41145808063447475,0.7122911047190428,1184,2400,1088,32,True,167
ML-KEM-768,0.2097500255331397,0.2900830004364252,0.35258301068097353,0.6426660111173987,1184,2400,1088,32,True,168
ML-KEM-768,0.19920803606510162,0.295999925583601,0.3552500857040286,0.6512500112876296,1184,2400,1088,32,True,169
ML-KEM-768,0.19941595382988453,0.285874935798347,0.34487503580749035,0.6307499716058373,1184,2400,1088,32,True,170
ML-KEM-768,0.20716700237244368,0.2887089503929019,0.3426250768825412,0.6313340272754431,1184,2400,1088,32,True,171
ML-KEM-768,0.238916021771729,0.29200001154094934,0.3492919495329261,0.6412919610738754,1184,2400,1088,32,True,172
ML-KEM-768,0.20233297254890203,0.2912909258157015,0.3512919647619128,0.6425828905776143,1184,2400,1088,32,True,173
ML-KEM-768,0.20858296193182468,0.29270793311297894,0.3482080064713955,0.6409159395843744,1184,2400,1088,32,True,174
ML-KEM-768,0.20362494979053736,0.29379199258983135,0.3495418932288885,0.6433338858187199,1184,2400,1088,32,True,175
ML-KEM-768,0.19933294970542192,0.3072910476475954,0.3632499137893319,0.6705409614369273,1184,2400,1088,32,True,176
ML-KEM-768,0.21116691641509533,0.29370805714279413,0.3523750929161906,0.6460831500589848,1184,2400,1088,32,True,177
ML-KEM-768,0.20633300300687551,0.29499991796910763,0.35420898348093033,0.649208901450038,1184,2400,1088,32,True,178
ML-KEM-768,0.20791601855307817,0.30041695572435856,0.3527500666677952,0.6531670223921537,1184,2400,1088,32,True,179
ML-KEM-768,0.20454195328056812,0.43604103848338127,0.35099999513477087,0.7870410336181521,1184,2400,1088,32,True,180
ML-KEM-768,0.2015409991145134,0.28620800003409386,0.34970801789313555,0.6359160179272294,1184,2400,1088,32,True,181
ML-KEM-768,0.19954191520810127,0.28608390130102634,0.34416699782013893,0.6302508991211653,1184,2400,1088,32,True,182
ML-KEM-768,0.19762502051889896,0.28520904015749693,0.34604198299348354,0.6312510231509805,1184,2400,1088,32,True,183
ML-KEM-768,0.19875005818903446,0.2853329060599208,0.34308305475860834,0.6284159608185291,1184,2400,1088,32,True,184
ML-KEM-768,0.19820895977318287,0.28525001835078,0.34437503200024366,0.6296250503510237,1184,2400,1088,32,True,185
ML-KEM-768,0.19729090854525566,0.2844580449163914,0.3428329946473241,0.6272910395637155,1184,2400,1088,32,True,186
ML-KEM-768,0.19824993796646595,0.284082954749465,0.3415000392124057,0.6255829939618707,1184,2400,1088,32,True,187
ML-KEM-768,0.1974579645320773,0.2856670180335641,0.34300005063414574,0.6286670686677098,1184,2400,1088,32,True,188
ML-KEM-768,0.19799999427050352,0.2856251085177064,0.34304196015000343,0.6286670686677098,1184,2400,1088,32,True,189
ML-KEM-768,0.19716599490493536,0.28520904015749693,0.3433340461924672,0.6285430863499641,1184,2400,1088,32,True,190
ML-KEM-768,0.19754201639443636,0.2852919278666377,0.34279096871614456,0.6280828965827823,1184,2400,1088,32,True,191
ML-KEM-768,0.20045798737555742,0.38520805537700653,0.3495829878374934,0.7347910432145,1184,2400,1088,32,True,192
ML-KEM-768,0.2002499531954527,0.28804095927625895,0.3439580323174596,0.6319989915937185,1184,2400,1088,32,True,193
ML-KEM-768,0.2043750137090683,0.2894169883802533,0.3453328972682357,0.634749885648489,1184,2400,1088,32,True,194
ML-KEM-768,0.20525010768324137,0.2876250073313713,0.34129200503230095,0.6289170123636723,1184,2400,1088,32,True,195
ML-KEM-768,0.19774993415921926,0.28449995443224907,0.34179200883954763,0.6262919632717967,1184,2400,1088,32,True,196
ML-KEM-768,0.19829103257507086,0.2853749319911003,0.34320796839892864,0.628582900390029,1184,2400,1088,32,True,197
ML-KEM-768,0.1973749604076147,0.28641708195209503,0.34270796459168196,0.629125046543777,1184,2400,1088,32,True,198
ML-KEM-768,0.1961250090971589,0.28675002977252007,0.3427501069381833,0.6295001367107034,1184,2400,1088,32,True,199
ML-KEM-768,0.19800011068582535,0.28441695030778646,0.34200004301965237,0.6264169933274388,1184,2400,1088,32,True,200
ML-KEM-768,0.20249991212040186,0.2857500221580267,0.34383300226181746,0.6295830244198442,1184,2400,1088,32,True,201
ML-KEM-768,0.19720906857401133,0.29429199639707804,0.3430829383432865,0.6373749347403646,1184,2400,1088,32,True,202
ML-KEM-768,0.19741605501621962,0.28441695030778646,0.3422090085223317,0.6266259588301182,1184,2400,1088,32,True,203
ML-KEM-768,0.252624973654747,0.3777500241994858,0.3595419693738222,0.737291993573308,1184,2400,1088,32,True,204
ML-KEM-768,0.1996250357478857,0.3339169779792428,0.3535420401021838,0.6874590180814266,1184,2400,1088,32,True,205
ML-KEM-768,0.21008402109146118,0.29679201543331146,0.3464160254225135,0.643208040855825,1184,2400,1088,32,True,206
ML-KEM-768,0.20124996080994606,0.29266695491969585,0.37937506567686796,0.6720420205965638,1184,2400,1088,32,True,207
ML-KEM-768,0.22483302745968103,0.3047500504180789,0.3730830503627658,0.6778331007808447,1184,2400,1088,32,True,208
ML-KEM-768,0.2692081034183502,0.3021248849108815,0.34787505865097046,0.649999943561852,1184,2400,1088,32,True,209
ML-KEM-768,0.2138749696314335,0.29283296316862106,0.34849997609853745,0.6413329392671585,1184,2400,1088,32,True,210
ML-KEM-768,0.20124996080994606,0.2911250339820981,0.3517080331221223,0.6428330671042204,1184,2400,1088,32,True,211
ML-KEM-768,0.20220805890858173,0.29154110234230757,0.34666701685637236,0.6382081191986799,1184,2400,1088,32,True,212
ML-KEM-768,0.20070804748684168,0.3642500378191471,0.41674997191876173,0.7810000097379088,1184,2400,1088,32,True,213
ML-KEM-768,0.22479204926639795,0.2959159901365638,0.35349989775568247,0.6494158878922462,1184,2400,1088,32,True,214
ML-KEM-768,0.2387920394539833,0.34254102502018213,0.36162498872727156,0.7041660137474537,1184,2400,1088,32,True,215
ML-KEM-768,0.20700006280094385,0.29791693668812513,0.35920797381550074,0.6571249105036259,1184,2400,1088,32,True,216
ML-KEM-768,0.21783297415822744,0.3861660370603204,0.38491690065711737,0.7710829377174377,1184,2400,1088,32,True,217
ML-KEM-768,0.20337500609457493,0.2874169731512666,0.35008403938263655,0.6375010125339031,1184,2400,1088,32,True,218
ML-KEM-768,0.20154204685240984,0.2853330224752426,0.34491601400077343,0.630249036476016,1184,2400,1088,32,True,219
ML-KEM-768,0.1998329535126686,0.2852079924196005,0.34579099155962467,0.6309989839792252,1184,2400,1088,32,True,220
ML-KEM-768,0.19916589371860027,0.28487504459917545,0.34154101740568876,0.6264160620048642,1184,2400,1088,32,True,221
ML-KEM-768,0.19987509585916996,0.28600008226931095,0.34245802089571953,0.6284581031650305,1184,2400,1088,32,True,222
ML-KEM-768,0.19845901988446712,0.2850419841706753,0.34379097633063793,0.6288329605013132,1184,2400,1088,32,True,223
ML-KEM-768,0.19675004296004772,0.28387492056936026,0.3423329908400774,0.6262079114094377,1184,2400,1088,32,True,224
ML-KEM-768,0.19649998284876347,0.2851670142263174,0.343875028192997,0.6290420424193144,1184,2400,1088,32,True,225
ML-KEM-768,0.1968329306691885,0.28550007846206427,0.3436249680817127,0.629125046543777,1184,2400,1088,32,True,226
ML-KEM-768,0.2377500059083104,0.39416702929884195,0.3489160444587469,0.7430830737575889,1184,2400,1088,32,True,227
ML-KEM-768,0.2025420544669032,0.28654199559241533,0.36833295598626137,0.6548749515786767,1184,2400,1088,32,True,228
ML-KEM-768,0.23020908702164888,0.2877089427784085,0.4081249935552478,0.6958339363336563,1184,2400,1088,32,True,229
ML-KEM-768,0.21179206669330597,0.3202499356120825,0.3547499654814601,0.6749999010935426,1184,2400,1088,32,True,230
ML-KEM-768,0.2085419837385416,0.3017920535057783,0.3559159813448787,0.657708034850657,1184,2400,1088,32,True,231
