algorithm,metric,runs,mean_ms,median_ms,stddev_ms,minimum_ms,maximum_ms
ML-KEM-768,key_generation_ms,1000,0.2080344669520855,0.20202051382511854,0.017917390621537695,0.1967910211533308,0.37354102823883295
ML-KEM-768,encapsulation_ms,1000,0.300144518725574,0.2908539609052241,0.030902332654160144,0.28416700661182404,0.7657920941710472
ML-KEM-768,decapsulation_ms,1000,0.35918022925034165,0.34912500996142626,0.04150426145208175,0.34149992279708385,1.3695000670850277
ML-KEM-768,exchange_ms,1000,0.6593247479759157,0.6416254909709096,0.062093284941941086,0.6262079114094377,1.9638331141322851
