algorithm,key_generation_ms,encapsulation_ms,decapsulation_ms,exchange_ms,public_key_size,private_key_size,ciphertext_size,shared_secret_size,success,iteration
ECDH-P256,0.0350830378010869,0.2127080224454403,0.020290957763791084,0.23299898020923138,91,138,48,32,True,83
ECDH-P256,0.03800005652010441,0.12470805086195469,0.018249964341521263,0.14295801520347595,91,138,48,32,True,84
ECDH-P256,0.035667093470692635,0.20866608247160912,0.07033301517367363,0.27899909764528275,91,138,48,32,True,85
ECDH-P256,0.036375015042722225,0.12366706505417824,0.02037500962615013,0.14404207468032837,91,138,48,32,True,86
ECDH-P256,0.03383297007530928,0.12137496378272772,0.017290934920310974,0.1386658987030387,91,138,48,32,True,87
ECDH-P256,0.033833086490631104,0.1212080242112279,0.016832957044243813,0.1380409812554717,91,138,48,32,True,88
ECDH-P256,0.03424996975809336,0.12250000145286322,0.01633400097489357,0.1388340024277568,91,138,48,32,True,89
ECDH-P256,0.03374996595084667,0.12129195965826511,0.01670804340392351,0.13800000306218863,91,138,48,32,True,90
ECDH-P256,0.033541000448167324,0.1217089593410492,0.01808407250791788,0.13979303184896708,91,138,48,32,True,91
ECDH-P256,0.03358407411724329,0.12229196727275848,0.016832957044243813,0.1391249243170023,91,138,48,32,True,92
ECDH-P256,0.036541023291647434,0.12295797932893038,0.01625006552785635,0.13920804485678673,91,138,48,32,True,93
ECDH-P256,0.03591692075133324,0.12162502389401197,0.017291982658207417,0.1389170065522194,91,138,48,32,True,94
ECDH-P256,0.03650004509836435,0.12116692960262299,0.016542035154998302,0.1377089647576213,91,138,48,32,True,95
ECDH-P256,0.03370794001966715,0.12033304665237665,0.016417005099356174,0.13675005175173283,91,138,48,32,True,96
ECDH-P256,0.03370794001966715,0.12049998622387648,0.016459031030535698,0.13695901725441217,91,138,48,32,True,97
ECDH-P256,0.03350002225488424,0.12058403808623552,0.016666948795318604,0.13725098688155413,91,138,48,32,True,98
ECDH-P256,0.033917021937668324,0.12037507258355618,0.016458099707961082,0.13683317229151726,91,138,48,32,True,99
ECDH-P256,0.033334014005959034,0.12058403808623552,0.016291975043714046,0.13687601312994957,91,138,48,32,True,100
